source,title,text,url,date,keywords,sentiment_polarity
BBC,"Breaking News, World News, US News, Sports, Business, Innovation, Climate, Culture, Travel, Video & Audio","After a deadly mudslide, this town tried to stop the next one

Montecito suffered a devastating mudslide in 2018. Now the community has rallied to try to make sure the same thing will never happen again.",https://www.bbc.com/,2025-06-25 02:37:25.970525,"{'mudslide': 2, 'town': 1, 'montecito': 1, 'community': 1, 'thing': 1}",-0.13999999999999999
BBC,"Breaking News, World News, US News, Sports, Business, Innovation, Climate, Culture, Travel, Video & Audio","After a deadly mudslide, this town tried to stop the next one

Montecito suffered a devastating mudslide in 2018. Now the community has rallied to try to make sure the same thing will never happen again.",https://www.bbc.com/,2025-06-25 02:37:29.395489,"{'mudslide': 2, 'town': 1, 'montecito': 1, 'community': 1, 'thing': 1}",-0.13999999999999999
BBC,"Scores, Fixtures, News","Ben Duckett would be infuriating to bowl at and is establishing himself as one of the best all-format batters in the world, writes Jonathan Agnew.",https://www.bbc.com/sport,2025-06-25 02:37:33.745822,"{'ben': 1, 'duckett': 1, 'batters': 1, 'world': 1, 'agnew': 1}",0.2
BBC,World class video news and storytelling from around the world.,"Would you eat a meal dreamed up by a computer?

AI v The Mind: We explore the world of food and ask if human expertise is the only way to deliver great flavour.",https://www.bbc.com/video,2025-06-25 02:37:36.885174,"{'meal': 1, 'computer': 1, 'mind': 1, 'world': 1, 'food': 1, 'expertise': 1, 'way': 1, 'flavour': 1}",0.26666666666666666
BBC,How a volatile 24 hours edged Iran and Israel to a ceasefire,"How a volatile 24 hours edged Iran and Israel to a ceasefire

7 hours ago Share Save Sean Seddon BBC News Share Save

EPA

Since 13 June, Israel has inflicted widespread damage on Iran's military infrastructure, Iranian missiles have pierced Israel's defence systems and the US has conducted strikes against Tehran's nuclear programme. Then, over the course of a dizzying 24 hours beginning on Monday, events moved even faster: a US air base came under attack, the White House mediated a ceasefire between Iran and Israel, and that deal came close to unravelling. This is how that volatile day unfolded.

'Shelter in place'

USAF The al-Udeid US military base in Qatar, pictured in 2004

07:00 Washington DC / 12:00 London / 14:00 Tel Aviv / 14:30 Tehran The first signs that the conflict gripping the Middle East was about to spread to the Gulf was a calmly worded warning to US citizens in Qatar. ""Shelter in place"" was the recommendation from the US government - with an attached reassurance that this was ""out of an abundance of caution"". The UK issued similar advice shortly after. It was always feasible Iran would strike back at America in Qatar. The country is home to the al-Udeid military base, a sprawling installation outside the capital, Doha, which houses thousands of troops and is where US air operations in the Middle East are orchestrated. Leaders in Tehran had threatened retaliation for unprecedented US strikes over the weekend against three nuclear facilities in Iran, including its prized Fordo enrichment site, buried deep below a mountain. From the bunker where he has reportedly been sheltering since Israel launched its military operation against Iran, it seemed Supreme Leader Ayatollah Ali Khamenei had issued an order: to hit back against the US at one of its most strategically important assets in the region.

'Credible threat'

12:00 Washington DC / 17:00 London / 19:00 Tel Aviv / 19:30 Tehran The airspace above Qatar is closed, its government announced. Air traffic controllers in Doha hurriedly started turning passenger planes back, and flights bound for one of the world's busiest airports began to land elsewhere in the Gulf. The BBC then learned of a ""credible threat"" from an Iranian missile attack against the al-Udeid air base. Unnamed US officials briefed American media that missile launchers had been sighted pointing in the direction of Qatar. US Defence Secretary Pete Hegseth and his most senior general headed for the White House to monitor the situation. Within the hour, explosions were heard over Doha and the sky above its lavish skyscrapers was streaked with trails left behind by air defence missiles as they hunted down Iranian weapons in the air.

'Not strength but vulnerabilities'

Video shows air defences over Qatar as Iran attacks US base

13:00 Washington DC / 18:00 London / 20:00 Tel Aviv / 20:30 Tehran Iran's state-controlled media began to report its retaliation was under way. Shortly after, the Iran's revolutionary guards confirmed as much. ""US bases in the region are not strengths but vulnerabilities,"" it said - but the attack was over soon after. Qatar reacted before the US. Though the target was the US base on its soil, its sovereignty had been violated by ""brazen aggression"", a furious government statement read. But crucially, it confirmed the missiles had been intercepted. The base had been evacuated before the attack began and no one had been killed or injured. At around the same time, an inflammatory illustration appeared on the supreme leader's X account, depicting missiles reigning down on a US military base as a tattered American flag burned. However, rather than heralding any destruction, he wrote: ""We didn't harm anyone."" It was beginning to appear that the US and Qatar had known about the planned Iranian attack in advance. To outside analysts, it looked as though it had been designed to allow Iran's leaders to save face but avoid escalation. They could tell their public they had retaliated against the Americans - but they did so without inflicting the sort of loss that would risk dragging it into a direct war against a far more powerful adversary. A de-escalation was in sight - and the world waited for the president of the United States to log on to social media.

'Time for peace'

Reuters Israel has struck military, security and energy targets throughout Iran, including the Sharan oil depot near Tehran on 15 June

16:00 Washington DC / 21:00 London / 23:00 Tel Aviv / 23:30 Tehran ""Weak."" ""Expected."" ""Effectively countered."" That was how Donald Trump described Iran's attack - but as his message continued, the tone was more conciliatory. The president thanked Iran ""for giving us early notice"" and said they had ""gotten it all out of their 'system'."" He went on: ""Perhaps Iran can now proceed to Peace and Harmony in the Region, and I will enthusiastically encourage Israel to do the same."" Two hours earlier, Iran had attacked a US air base. Two days earlier, Trump had ordered unprecedented strikes against Iran, a country he has deemed evil and a mortal danger to the world in the past. Now he was offering its leaders an olive branch. Concluding a series of posts which sent observers into a tailspin, he wrote: ""CONGRATULATIONS WORLD, IT'S TIME FOR PEACE!""

'The 12 Day War'

Maxar The White House pushed for an agreement to end the conflict after striking the Fordo nuclear site overnight on Saturday

18:00 Washington DC / 23:00 London / 01:00 Tel Aviv / 01:30 Tehran It has since emerged that frantic talks were under way behind the scenes involving the US, Iran, Israel and Qatar. Donald Trump spoke directly to Israeli Prime Minister Benjamin Netanyahu, a close ally whose war on Iran the president had briefly joined. The call took place in private but the message was apparent: it was time to end the fighting. Meanwhile, Trump's deputy JD Vance and his chief international negotiator Steve Witkoff were reaching out to the Iranians directly and via diplomatic backchannels. From Washington, Trump's team was attempting to hastily piece together something prized above all else by the US president, but which has proven so elusive in the Middle East: a deal. Reports of success and competing denials began to swirl - but slowly and surely, momentum appeared to build as reports of progress emerged. Then, just after 11:00 BST, the president took to social media again. His message to began: ""CONGRATULATIONS TO EVERYONE"". A complete and total ceasefire had been agreed between Iran and Israel, the president wrote. There would be a grace period for ""in progress, final missions"", and it would come into force six hours later. The conflict should henceforth be known as ""the 12 Day War"", Trump wrote. Six thousands miles away in the Middle East, another day was dawning.

'Last round of missiles'

EPA A residential building was destroyed in Beersheba in Israel on Tuesday morning

22:00 Washington DC / 03:00 London / 05:00 Tel Aviv / 05:30 Tehran Across Israel, sirens began to sound and people were ordered to shelters: Iranian missiles were incoming, the Israel Defense Forces warned. Across a period of less than 60 minutes, Israel said Iran had launched three waves of missiles. Several more would follow as the morning wore on, the Israeli military said. In Beersheba, there was a direct hit on a multi-storey residential building. Four people - at least three of whom were hiding in a safe room - were killed when a missile tore through it. Israel's prime minister accused Iran of deploying one of the largest missiles in its arsenal against the homes. At the same time, Iranian media reported it had sustained heavy strikes by Israel overnight, killing nine in the northern town of Astaneh-ye Ashrafiyeh. Mohammad Reza Seddiqi Saberi, a nuclear scientist, was reportedly among them. The region's deputy governor said four apartments ""were completely destroyed, and many surrounding houses were damaged due to the explosion"". Pictures from the scene showed debris scattered across a street surrounded by houses.

BBC Persian The scene in northern Iran after an Israeli missile strike

Iran accused Israel of firing ""a last round of missiles"" to beat the ceasefire deadline. The Israeli military later confirmed it had carried out operations overnight, while the Iraqi government claimed drones had targeted bases on its territory. Pro-Iranian armed militias operate in Iraq but it is not clear what was targeted. What was clear was that the fighting was continuing until the very last moment.

'Ceasefire is now in effect'

Reuters Missiles launched towards Israel were pictured overnight on Monday

01:00 Washington DC / 06:00 London / 08:00 Tel Aviv / 08:30 Tehran Trump declared the beginning of the ceasefire in a social media post, writing: ""THE CEASEFIRE IS NOW IN EFFECT. PLEASE DO NOT VIOLATE IT!"" Shortly after, the Israeli government formally accepted the ceasefire arrangements. A statement said Israel had achieved its war objectives of eliminating Iran's nuclear and ballistic missile capabilities, and had taken its place among ""world powers"" as a result. Iran's foreign minister Seyed Abbas Araghchi had already indicated overnight that Tehran was open to the ceasefire put forward by Trump. He said that if Israel stopped its attacks before 04:00 local time, then ""we have no intention to continue our response afterwards"". But it would not take long until it looked as though that ceasefire was in peril. Air defences were activated when a missile was launched from Iran, the Israeli military said. Iran issued denials, but Israel's defence minister said he had ordered ""intense strikes against regime targets in the heart of Tehran"", while Bezalel Smotrich - a far-right government minister - warned: ""Tehran will shake."" It looked as thought Trump's rapidly assembled deal might be unravelling a couple of hours after it came into force. With Israeli jets on their way to the Iranian capital, Trump posted again: ""DO NOT DROP THOSE BOMBS. IF YOU DO IT IS A MAJOR VIOLATION. BRING YOUR PILOTS HOME, NOW!""

'These guys got to calm down'

EPA",https://www.bbc.com/news/articles/c3vdpeq606do,2025-06-25 02:37:38.873315,"{'iran': 25, 'israel': 18, 'tehran': 12, 'missiles': 10, 'ceasefire': 9, 'air': 9, 'base': 8, 'washington': 8, 'trump': 8, 'qatar': 7}",-0.005074999999999993
BBC,Millions of children at risk as vaccination uptake stalls,"Millions of children at risk as vaccine uptake stalls

1 hour ago Share Save Dominic Hughes Global health correspondent Share Save

Getty Images

Progress in vaccinating children against a variety of life-threatening diseases has stalled in the past two decades - and even gone backwards in some countries - a new global study suggests. The situation has been made worse by the Covid pandemic, leaving millions of children unprotected from diseases such as measles, tuberculosis and polio. The researchers are calling for a concerted effort to provide better and more equal access to vaccines. Child health experts warn that cuts to international aid budgets that fund vaccination programmes, combined with vaccine scepticism, are creating a ""perfect storm"".

The global childhood vaccination programme has been a huge success. Since 1974, more than four billion children have been vaccinated, preventing an estimated 150 million deaths worldwide. In nearly half a century until 2023, researchers say vaccine coverage doubled. But since 2010 progress has stagnated, to the extent that there are now wide variations in vaccine coverage around the world. A study, published in the medical journal The Lancet, says measles vaccinations have declined in nearly 100 countries. The Covid-19 pandemic made things even worse, because of disruption to vaccine programmes during lockdowns. By 2023, there were nearly 16 million children who had not had any childhood vaccinations – most of them in sub-Saharan Africa and south Asia. Study author Dr Jonathan Mosser, from the Institute for Health Metrics and Evaluation at the University of Washington, in the United States, says large numbers of children remain under-vaccinated and un-vaccinated. ""Routine childhood vaccinations are among the most powerful and cost-effective public health interventions available, but persistent global inequalities, challenges from the Covid pandemic, and the growth of vaccine misinformation and hesitancy have all contributed to faltering immunisation progress,"" he said. Dr Mosser said there was now increased the risk of outbreaks of diseases such as measles, polio and diphtheria. All children should benefit from life-saving immunisations, he added. Wide discrepancies remain between vaccination rates in wealthier and lower-income countries. But the report's authors warn that vaccination rates have fallen in Europe, the US and other wealthy countries too.",https://www.bbc.com/news/articles/c1ljv2mvr00o,2025-06-25 02:37:42.094506,"{'children': 7, 'health': 4, 'countries': 4, 'vaccination': 4, 'progress': 3, 'diseases': 3, 'study': 3, 'pandemic': 3, 'measles': 3, 'vaccine': 3}",0.1377807088744589
BBC,Sean 'Diddy' Combs' team ends their defence after only 20 minutes,"Sean 'Diddy' Combs' attorneys end their defence case after only 20 minutes

3 hours ago Share Save Madeline Halpert BBC News in New York court Share Save

Watch: The BBC's Nada Tawfik explains how prosecutors went after Diddy in his sex trafficking trial

Sean ""Diddy"" Combs' legal team rested their case in his sex trafficking trial on Tuesday after making arguments for only about 20 minutes. Their short presentation followed nearly seven weeks of arguments and witness testimony brought by federal prosecutors in New York. The prosecution finished making their case Tuesday afternoon. His defence attorneys argued that the government has failed to meet the burden in proving any of the charges against him, which he's vehemently denied, and the judge should drop the case against him. Mr Combs also confirmed to the court that he would not take the stand in his own trial. ""It's my decision with my lawyers"" not to testify, he told the judge.

Reuters Mr Combs spoke in court in the first time in weeks to say he would not testify

The defence called none, instead submitting into evidence several text messages between Mr Combs and his ex-girlfriends, singer Casandra Ventura, and another victim who testified under the pseudonym Jane. It is always difficult for defence teams to decide whether to call any fact witnesses to the stand, said Mitchell Epner, a New York-based lawyer and former prosecutor. Calling new witnesses can introduce more problems for the defence - and having Mr Combs take the stand would have been an even riskier move, hanging the case mostly on his testimony, Mr Epner said. Instead, Mr Combs' lawyers gave a quick presentation, showing messages in an attempt to bolster their argument that Mr Combs' girlfriends were willing participants in sexual encounters with him and male escorts, which were called freak-offs.

BBC Sounds 'Diddy on Trial' podcast available wherever you get your BBC podcasts.",https://www.bbc.com/news/articles/ce83yem82xpo,2025-06-25 02:37:44.510663,"{'combs': 8, 'defence': 5, 'case': 5, 'trial': 4, 'court': 3, 'stand': 3, 'attorneys': 2, 'minutes': 2, 'share': 2, 'york': 2}",0.14599116161616163
BBC,Juliana Marins: Brazilian tourist who fell off Indonesian volcano found dead,"Brazilian tourist who fell off Indonesian volcano found dead

Juliana Marins was found dead four days after she fell during a hike on a volcano

After a complex rescue operation, teams finally reached her body on Tuesday, her family said in a statement on social media.

But efforts to reach the 26-year-old over the following days were hampered by the extreme terrain and foggy weather, according to Indonesian authorities.

Juliana Marins survived the initial fall from a cliff during an early morning group hike along a steep trail on Mount Rinjani, with rescuers reporting hearing her screams for help on Saturday.

A Brazilian tourist who fell while hiking near the crater of an active volcano in Indonesia has been found dead, her family and rescuers said.

""With great sadness, we inform you that she did not survive,"" Marins' family said. ""We remain very grateful for all the prayers, messages of affection and support that we have received.""

Marins had been backpacking around Thailand and Vietnam before arriving in Lombok Island, Indonesia.

She was hiking up Indonesia's second-tallest volcano with five friends and a guide on Saturday at about 06:30 local time (23:30 GMT Friday), when authorities said she fell from ""a cliff that surrounds the trail next to the volcano's crater"".

One group member told Brazilian TV that the terrain was slippery, the climb ""very hard,"" and visibility poor.

Drone footage and other clips filmed by hikers that have been circulating online and carried by Brazilian media also appear to show her distressed but alive and moving on Saturday. She was seen sitting and moving around in grey soil, far below a hiking path.

But rescuers could not find her when they descended 300m (984ft) to where they believed she was located, nor did she respond when they called out to her.

By Sunday morning, drone footage showed that she was no longer in the same place, said park authorities, who added that thick fog had hampered rescue efforts and affected the use of a thermal drone.

On Monday rescuers were able to locate Marins again, who appeared to have had fallen even further, but they had to stop work because of ""climate conditions"", according to the family.

The search resumed on Tuesday, and rescuers finally reached her body after descending 600m down a ravine, Indonesia's search and rescue agency said in a statement.

However, bad weather has meant they have yet to retrieve her body. Efforts are due to resume early on Wednesday morning.

In total, 50 people have been involved in the rescue operation, search and rescue head Mohammad Syaffi said in a statement.

The 3,726m volcano attracts thousands of visitors each year.

However, several people have died trying to climb it in recent years - including a Malaysian tourist last month, Reuters news agency reported. Marins family have expressed concern over the fact the trail was not closed after she fell.",https://www.bbc.com/news/articles/c939q6k1ewwo,2025-06-25 02:37:48.124780,"{'volcano': 6, 'rescue': 5, 'family': 5, 'rescuers': 5, 'marins': 4, 'indonesia': 4, 'tourist': 3, 'body': 3, 'statement': 3, 'efforts': 3}",-0.03638117283950617
BBC,How a volatile 24 hours edged Iran and Israel to a ceasefire,"How a volatile 24 hours edged Iran and Israel to a ceasefire

7 hours ago Share Save Sean Seddon BBC News Share Save

EPA

Since 13 June, Israel has inflicted widespread damage on Iran's military infrastructure, Iranian missiles have pierced Israel's defence systems and the US has conducted strikes against Tehran's nuclear programme. Then, over the course of a dizzying 24 hours beginning on Monday, events moved even faster: a US air base came under attack, the White House mediated a ceasefire between Iran and Israel, and that deal came close to unravelling. This is how that volatile day unfolded.

'Shelter in place'

USAF The al-Udeid US military base in Qatar, pictured in 2004

07:00 Washington DC / 12:00 London / 14:00 Tel Aviv / 14:30 Tehran The first signs that the conflict gripping the Middle East was about to spread to the Gulf was a calmly worded warning to US citizens in Qatar. ""Shelter in place"" was the recommendation from the US government - with an attached reassurance that this was ""out of an abundance of caution"". The UK issued similar advice shortly after. It was always feasible Iran would strike back at America in Qatar. The country is home to the al-Udeid military base, a sprawling installation outside the capital, Doha, which houses thousands of troops and is where US air operations in the Middle East are orchestrated. Leaders in Tehran had threatened retaliation for unprecedented US strikes over the weekend against three nuclear facilities in Iran, including its prized Fordo enrichment site, buried deep below a mountain. From the bunker where he has reportedly been sheltering since Israel launched its military operation against Iran, it seemed Supreme Leader Ayatollah Ali Khamenei had issued an order: to hit back against the US at one of its most strategically important assets in the region.

'Credible threat'

12:00 Washington DC / 17:00 London / 19:00 Tel Aviv / 19:30 Tehran The airspace above Qatar is closed, its government announced. Air traffic controllers in Doha hurriedly started turning passenger planes back, and flights bound for one of the world's busiest airports began to land elsewhere in the Gulf. The BBC then learned of a ""credible threat"" from an Iranian missile attack against the al-Udeid air base. Unnamed US officials briefed American media that missile launchers had been sighted pointing in the direction of Qatar. US Defence Secretary Pete Hegseth and his most senior general headed for the White House to monitor the situation. Within the hour, explosions were heard over Doha and the sky above its lavish skyscrapers was streaked with trails left behind by air defence missiles as they hunted down Iranian weapons in the air.

'Not strength but vulnerabilities'

Video shows air defences over Qatar as Iran attacks US base

13:00 Washington DC / 18:00 London / 20:00 Tel Aviv / 20:30 Tehran Iran's state-controlled media began to report its retaliation was under way. Shortly after, the Iran's revolutionary guards confirmed as much. ""US bases in the region are not strengths but vulnerabilities,"" it said - but the attack was over soon after. Qatar reacted before the US. Though the target was the US base on its soil, its sovereignty had been violated by ""brazen aggression"", a furious government statement read. But crucially, it confirmed the missiles had been intercepted. The base had been evacuated before the attack began and no one had been killed or injured. At around the same time, an inflammatory illustration appeared on the supreme leader's X account, depicting missiles reigning down on a US military base as a tattered American flag burned. However, rather than heralding any destruction, he wrote: ""We didn't harm anyone."" It was beginning to appear that the US and Qatar had known about the planned Iranian attack in advance. To outside analysts, it looked as though it had been designed to allow Iran's leaders to save face but avoid escalation. They could tell their public they had retaliated against the Americans - but they did so without inflicting the sort of loss that would risk dragging it into a direct war against a far more powerful adversary. A de-escalation was in sight - and the world waited for the president of the United States to log on to social media.

'Time for peace'

Reuters Israel has struck military, security and energy targets throughout Iran, including the Sharan oil depot near Tehran on 15 June

16:00 Washington DC / 21:00 London / 23:00 Tel Aviv / 23:30 Tehran ""Weak."" ""Expected."" ""Effectively countered."" That was how Donald Trump described Iran's attack - but as his message continued, the tone was more conciliatory. The president thanked Iran ""for giving us early notice"" and said they had ""gotten it all out of their 'system'."" He went on: ""Perhaps Iran can now proceed to Peace and Harmony in the Region, and I will enthusiastically encourage Israel to do the same."" Two hours earlier, Iran had attacked a US air base. Two days earlier, Trump had ordered unprecedented strikes against Iran, a country he has deemed evil and a mortal danger to the world in the past. Now he was offering its leaders an olive branch. Concluding a series of posts which sent observers into a tailspin, he wrote: ""CONGRATULATIONS WORLD, IT'S TIME FOR PEACE!""

'The 12 Day War'

Maxar The White House pushed for an agreement to end the conflict after striking the Fordo nuclear site overnight on Saturday

18:00 Washington DC / 23:00 London / 01:00 Tel Aviv / 01:30 Tehran It has since emerged that frantic talks were under way behind the scenes involving the US, Iran, Israel and Qatar. Donald Trump spoke directly to Israeli Prime Minister Benjamin Netanyahu, a close ally whose war on Iran the president had briefly joined. The call took place in private but the message was apparent: it was time to end the fighting. Meanwhile, Trump's deputy JD Vance and his chief international negotiator Steve Witkoff were reaching out to the Iranians directly and via diplomatic backchannels. From Washington, Trump's team was attempting to hastily piece together something prized above all else by the US president, but which has proven so elusive in the Middle East: a deal. Reports of success and competing denials began to swirl - but slowly and surely, momentum appeared to build as reports of progress emerged. Then, just after 11:00 BST, the president took to social media again. His message to began: ""CONGRATULATIONS TO EVERYONE"". A complete and total ceasefire had been agreed between Iran and Israel, the president wrote. There would be a grace period for ""in progress, final missions"", and it would come into force six hours later. The conflict should henceforth be known as ""the 12 Day War"", Trump wrote. Six thousands miles away in the Middle East, another day was dawning.

'Last round of missiles'

EPA A residential building was destroyed in Beersheba in Israel on Tuesday morning

22:00 Washington DC / 03:00 London / 05:00 Tel Aviv / 05:30 Tehran Across Israel, sirens began to sound and people were ordered to shelters: Iranian missiles were incoming, the Israel Defense Forces warned. Across a period of less than 60 minutes, Israel said Iran had launched three waves of missiles. Several more would follow as the morning wore on, the Israeli military said. In Beersheba, there was a direct hit on a multi-storey residential building. Four people - at least three of whom were hiding in a safe room - were killed when a missile tore through it. Israel's prime minister accused Iran of deploying one of the largest missiles in its arsenal against the homes. At the same time, Iranian media reported it had sustained heavy strikes by Israel overnight, killing nine in the northern town of Astaneh-ye Ashrafiyeh. Mohammad Reza Seddiqi Saberi, a nuclear scientist, was reportedly among them. The region's deputy governor said four apartments ""were completely destroyed, and many surrounding houses were damaged due to the explosion"". Pictures from the scene showed debris scattered across a street surrounded by houses.

BBC Persian The scene in northern Iran after an Israeli missile strike

Iran accused Israel of firing ""a last round of missiles"" to beat the ceasefire deadline. The Israeli military later confirmed it had carried out operations overnight, while the Iraqi government claimed drones had targeted bases on its territory. Pro-Iranian armed militias operate in Iraq but it is not clear what was targeted. What was clear was that the fighting was continuing until the very last moment.

'Ceasefire is now in effect'

Reuters Missiles launched towards Israel were pictured overnight on Monday

01:00 Washington DC / 06:00 London / 08:00 Tel Aviv / 08:30 Tehran Trump declared the beginning of the ceasefire in a social media post, writing: ""THE CEASEFIRE IS NOW IN EFFECT. PLEASE DO NOT VIOLATE IT!"" Shortly after, the Israeli government formally accepted the ceasefire arrangements. A statement said Israel had achieved its war objectives of eliminating Iran's nuclear and ballistic missile capabilities, and had taken its place among ""world powers"" as a result. Iran's foreign minister Seyed Abbas Araghchi had already indicated overnight that Tehran was open to the ceasefire put forward by Trump. He said that if Israel stopped its attacks before 04:00 local time, then ""we have no intention to continue our response afterwards"". But it would not take long until it looked as though that ceasefire was in peril. Air defences were activated when a missile was launched from Iran, the Israeli military said. Iran issued denials, but Israel's defence minister said he had ordered ""intense strikes against regime targets in the heart of Tehran"", while Bezalel Smotrich - a far-right government minister - warned: ""Tehran will shake."" It looked as thought Trump's rapidly assembled deal might be unravelling a couple of hours after it came into force. With Israeli jets on their way to the Iranian capital, Trump posted again: ""DO NOT DROP THOSE BOMBS. IF YOU DO IT IS A MAJOR VIOLATION. BRING YOUR PILOTS HOME, NOW!""

'These guys got to calm down'

EPA",https://www.bbc.com/news/articles/c3vdpeq606do,2025-06-25 02:37:49.739384,"{'iran': 25, 'israel': 18, 'tehran': 12, 'missiles': 10, 'ceasefire': 9, 'air': 9, 'base': 8, 'washington': 8, 'trump': 8, 'qatar': 7}",-0.005074999999999993
BBC,Leaders arrive at Hague summit as Nato chief Rutte flatters Trump,"Leaders arrive at Hague summit as Nato chief Rutte flatters Trump

3 hours ago Share Save Laura Gozzi & Paul Kirby BBC News Share Save

EPA Trump raises a glass at the Nato leaders' dinner, with Rutte smiling in the background

Nato leaders have arrived in The Hague for a summit hailed by German Chancellor Friedrich Merz as historic and aimed at securing peace in Europe for future generations. It is US President Donald Trump's first Nato summit since 2019 and all 32 leaders are set to commit to spending 5% of national output on defence and related infrastructure. Ahead of his arrival, Nato Secretary General Mark Rutte sent him a pre-summit message, lavishing praise on his handling of Western alliance and the conflict in Iran. ""You are flying into another big success in The Hague this evening. It was not easy but we've got them all signed on to five percent,"" Rutte wrote, in a message posted by Trump on social media.

He also congratulated Trump on his ""decisive action in Iran, that was truly extraordinary and something no one else dared to do. It makes us safer."" Asked later if it was embarrassing that his private message had been shared, Rutte told the BBC there was ""absolutely no problem - there was nothing in it that had to stay secret"". Western leaders have all had to navigate their relationships with Trump, known for his sometimes unpredictable handling of diplomacy. The two-day Nato summit has already been scaled back, apparently to accommodate his schedule. Nato leaders gathered for a group photograph before joining King Willem-Alexander and Queen Maxima of the Netherlands for dinner.

The Nato secretary general earlier told his European colleagues to stop worrying about the US commitment to the Western alliance and focus on investing in defence and supporting Ukraine. He insisted the US president and senior leadership had a ""total commitment"" to Nato, that came with an expectation of matching American military spending. Rutte said Europe and Canada had already committed to more than $35bn (£26bn) in military support for Ukraine this year.

Nato chief not embarrassed by message to Trump being made public

Twenty people were killed in Russian attacks on Ukraine on Tuesday, and the German chancellor said every attempt to bring Russia to the negotiating table had so far been unsuccessful. Missile attacks on the eastern city of Dnipro and the nearby town of Samar killed 17 people and wounded another 160, according to Ukrainian officials. Eighteen children were wounded in the attack on Dnipro, which damaged a kindergarten, schools and a passenger train, they said. An earlier missile strike on Sumy in the north-east killed three people, including a child. Zelensky, who has arrived in The Hague, is due to meet Donald Trump on the sidelines of the Nato summit. The Ukrainian leader had a notoriously difficult meeting with the US president at the White House in February, before a more constructive exchange at Pope Francis's funeral at the Vatican in April.

Omar Havana/Getty Images Zelensky (L) was greeted by the Nato secretary general on arrival at The Hague

Nato member states are expected to approve a major new investment plan which will raise the benchmark for defence investment to 5% of GDP. Many of the allies are far below the commitment to spend 3.5% of GDP on defence by 2035, but the German government backed a budget deal on Tuesday to hit that target by 2029. Some €62.4bn (£53bn) will be spent on defence in 2025, rising to €152.8bn in 2029, partly financed by debt and special funds. ""We're not doing that as a favour to the US and its president,"" the German chancellor told parliament in Berlin on Tuesday. ""We're doing this out of our own view and conviction, because Russia is actively and aggressively endangering the security and freedom of the entire-Euro-Atlantic area.""

During the summit, Merz is due to meet UK Prime Minister Sir Keir Starmer and France's President Emmanuel Macron. Mark Rutte has spent much of the nine months since becoming Nato Secretary General working to get allies to commit to the 5% target. The figure is more than double Nato members' current 2% guideline and seemed unthinkable – and unrealistic – to most when President Trump first set it in January. The two-day Nato summit was to begin with a dinner hosted by the Dutch king, with a working session of under three hours on Wednesday and an expected five-paragraph statement at the end. The nine Nato countries that missed their defence spending targets

Could this be the most significant Nato summit since the Cold War? The wording of the commitment in the statement is key. While 3.5% of of the target spending will cover core defence requirements, 1.5% will be spent on ""defence-related expenditure"" – a suitably broad expression that encompasses investments in anything from cybersecurity to infrastructure. Reaching the 3.5% core defence spending target will still require a significant adjustment for the majority of Nato countries. Out of 32 allies, 27 spend under 3%, with eight hovering well below the 2% threshold set by the alliance in 2014. On Monday, Prime Minister Keir Starmer pledged that the UK would meet the 5% target by 2035. He said the UK had to ""navigate this era of radical uncertainty with agility, speed and a clear-eyed sense of the national interest"". The UK government said it expected to spend 2.6% of GDP on core defence within two years, alongside 1.5% on defence-related areas.

EPA Spain's prime minister Pedro Sánchez has argued his country should be exempt from the 5% spending target",https://www.bbc.com/news/articles/c4gd98qry6jo,2025-06-25 02:37:51.930180,"{'defence': 9, 'summit': 8, 'rutte': 7, 'leaders': 6, 'trump': 6, 'president': 6, 'target': 6, 'spending': 5, 'hague': 4, 'secretary': 4}",0.043006664388243326
