source,title,text,url,date,keywords,processed_text
BBC,"Breaking News, World News, US News, Sports, Business, Innovation, Climate, Culture, Travel, Video & Audio","The left-wing outsider trying to stop Cuomo comeback as NYC mayor

Nine democrats are vying for the job, in a race that could have implications for the party nationally as it tries to take on Trump.",https://www.bbc.com/,2025-06-24 18:47:05.852416,[],leftwing outsider trying stop cuomo comeback nyc mayor nine democrat vying job race could implication party nationally try take trump
BBC,"Breaking News, World News, US News, Sports, Business, Innovation, Climate, Culture, Travel, Video & Audio","The left-wing outsider trying to stop Cuomo comeback as NYC mayor

Nine democrats are vying for the job, in a race that could have implications for the party nationally as it tries to take on Trump.",https://www.bbc.com/,2025-06-24 18:47:08.383332,[],leftwing outsider trying stop cuomo comeback nyc mayor nine democrat vying job race could implication party nationally try take trump
BBC,"Scores, Fixtures, News","As Tommy Fleetwood continues to wrestle with how to get over the winning line on the PGA Tour, American golf is trying to fathom how having a playing captain might work at this year's Ryder Cup, writes Iain Carter.",https://www.bbc.com/sport,2025-06-24 18:47:11.052530,[],tommy fleetwood continues wrestle get winning line pga tour american golf trying fathom playing captain might work year ryder cup writes iain carter
BBC,World class video news and storytelling from around the world.,"Would you eat a meal dreamed up by a computer?

AI v The Mind: We explore the world of food and ask if human expertise is the only way to deliver great flavour.",https://www.bbc.com/video,2025-06-24 18:47:14.227300,[],would eat meal dreamed computer ai v mind explore world food ask human expertise way deliver great flavour
BBC,Israel-Iran ceasefire: What we know about the deal,"What we know about the Iran-Israel ceasefire

4 hours ago Share Save Emily Atkinson & Anna Lamche BBC News Share Save

EPA-EFE/Shutterstock

Donald Trump has warned Israel against launching further attacks on Iran, hours after he said a ceasefire between the two sides had taken effect. The US president used an expletive as he criticised both sides, after each accused the other of breaking the US and Qatar-brokered truce. It came after Israel said Iran had violated the deal and vowed to respond with ""powerful strikes"". Iran denied firing any missiles towards Israel and the country's top security body has vowed to respond to any further Israeli aggression. Here's what we know so far. Follow the latest updates on our live page

When did the ceasefire take effect?

Just after 05:00 GMT on Tuesday, Trump announced that the ceasefire had taken effect. ""Please do not violate it!"" he urged both sides in a post on his Truth Social platform. The Israeli government said it had agreed to the US ceasefire proposal just after 06:00 GMT on Tuesday, after Iran indicated that it would stop attacking if Israel did the same. However, hours later, Israel accused Iran of launching further attacks on its territory. Trump first said that a truce had been ""fully agreed"" in a post shortly after 22:00 GMT on Monday, which he said would bring an end to what he called ""the 12 day war"". It came after Iran launched missiles at a US base in Qatar on Monday, in what it said was a retaliation for American strikes against its nuclear sites over the weekend.

What has Trump said?

In a post on Truth Social, Trump urged Israel - ""do not drop those bombs"" on Iran. Speaking to reporters outside the White House shortly afterwards, Trump said he was ""not happy"" with Israel. ""There was one rocket that I guess was fired overboard after the time limit and now Israel is going out. These guys [have] got to calm down,"" he said. In an angry outburst he said the two countries didn't know what they were doing. In a later post, he said: ""The ceasefire is in effect.""

How have Iran and Israel responded?

Two hours after Israel said it had agreed to the truce, the Israel Defense Forces (IDF) said it had identified missiles launched from Iran. Katz accused Iran of a ""complete violation"" of the terms, adding that he had instructed the military to ""continue the intense activity of attacking Tehran to thwart regime targets and terrorist infrastructures"". The Iranian military denied it had fired missiles after the ceasefire had taken effect. Later, Iran's Islamic Revolutionary Guard Corps (IRGC) said that ""in the final moments before the ceasefire was imposed on the enemy"", it had struck ""military and logistical centres"" in Israel. The IRGC-affiliated Tasnim news agency reported Israel had launched ""a three-phase"" military strike on its territory after the ceasefire. Iran's Supreme National Security Council earlier said Israeli attacks would be ""met with a decisive, firm, and timely response by Iran"".

Has the ceasefire been broken?

The Israeli prime minister's office accused Iran of launching missiles toward its territory after the truce came into force on Tuesday, which Iran has denied. It added that the Israeli military responded by striking a ""radar array near Tehran"". Before the truce began, Iran and Israel exchanged heavy fire. The IDF said several rounds of strikes hit the country on Monday night into Tuesday. Rescue workers said four people were killed and 22 injured in the town of Beersheba. At the time, Iranian state media said Iran had launched ""a last round of missiles"" against Israel. Overnight, Iranian state TV reported that the capital, Tehran, endured some of its most intense air defence clashes since the war broke out on 13 June, and residents told BBC Persian they heard loud explosions. The IDF said it struck and destroyed missile launchers in western Iran that it said were ""ready to be fired at Israeli territory"". Tehran said another nuclear scientist was killed before the agreement took force.

Why did Israel attack Iran?

Israel attacked nuclear and military sites in Iran on Friday 13 June, claiming Iran was close to building a nuclear weapon. Israel said it had no choice but to bomb Iran after diplomatic talks aimed at curbing the country's nuclear programme stalled. The Israeli offensive took place amid growing international concern that Iran has increased its production of enriched uranium - a key component in the making of nuclear weapons. However, there is no international consensus on how close Iran has come to building its own nuclear weapons. In the following days, Israel targeted Iranian infrastructure it said could be used for ""nuclear weapons development"". The US later joined the strikes, dropping its so-called bunker buster bombs on the Fordo site, a nuclear enrichment facility buried deep below a mountain outside Tehran. In an update on Tuesday, a spokesman for Iran's health ministry said 610 people had been killed and 4,746 injured in Israeli strikes since the conflict began. According to Israel's health ministry, four people were killed on Tuesday, bringing the death toll since 13 June to 28.

What are Iran's nuclear capabilities?",https://www.bbc.com/news/articles/czjk3kxr3zno,2025-06-24 18:47:17.394051,[],know iranisrael ceasefire hour ago share save emily atkinson anna lamche bbc news share save epaefeshutterstock donald trump warned israel launching attack iran hour said ceasefire two side taken effect u president used expletive criticised side accused breaking u qatarbrokered truce came israel said iran violated deal vowed respond powerful strike iran denied firing missile towards israel country top security body vowed respond israeli aggression here know far follow latest update live page ceasefire take effect gmt tuesday trump announced ceasefire taken effect please violate urged side post truth social platform israeli government said agreed u ceasefire proposal gmt tuesday iran indicated would stop attacking israel however hour later israel accused iran launching attack territory trump first said truce fully agreed post shortly gmt monday said would bring end called day war came iran launched missile u base qatar monday said retaliation american strike nuclear site weekend trump said post truth social trump urged israel drop bomb iran speaking reporter outside white house shortly afterwards trump said happy israel one rocket guess fired overboard time limit israel going guy got calm said angry outburst said two country didnt know later post said ceasefire effect iran israel responded two hour israel said agreed truce israel defense force idf said identified missile launched iran katz accused iran complete violation term adding instructed military continue intense activity attacking tehran thwart regime target terrorist infrastructure iranian military denied fired missile ceasefire taken effect later iran islamic revolutionary guard corp irgc said final moment ceasefire imposed enemy struck military logistical centre israel irgcaffiliated tasnim news agency reported israel launched threephase military strike territory ceasefire iran supreme national security council earlier said israeli attack would met decisive firm timely response iran ceasefire broken israeli prime minister office accused iran launching missile toward territory truce came force tuesday iran denied added israeli military responded striking radar array near tehran truce began iran israel exchanged heavy fire idf said several round strike hit country monday night tuesday rescue worker said four people killed injured town beersheba time iranian state medium said iran launched last round missile israel overnight iranian state tv reported capital tehran endured intense air defence clash since war broke june resident told bbc persian heard loud explosion idf said struck destroyed missile launcher western iran said ready fired israeli territory tehran said another nuclear scientist killed agreement took force israel attack iran israel attacked nuclear military site iran friday june claiming iran close building nuclear weapon israel said choice bomb iran diplomatic talk aimed curbing country nuclear programme stalled israeli offensive took place amid growing international concern iran increased production enriched uranium key component making nuclear weapon however international consensus close iran come building nuclear weapon following day israel targeted iranian infrastructure said could used nuclear weapon development u later joined strike dropping socalled bunker buster bomb fordo site nuclear enrichment facility buried deep mountain outside tehran update tuesday spokesman iran health ministry said people killed injured israeli strike since conflict began according israel health ministry four people killed tuesday bringing death toll since june iran nuclear capability
CNN,NATO summit: Trump takes his go-it-alone approach after announcing Israel-Iran ceasefire,"Noordwijk, Netherlands CNN —

When President Donald Trump travels here Tuesday for a consequential summit of NATO leaders, he’ll arrive toting a freshly brokered ceasefire he hopes can prove to his skeptics — including at the conference — that he is a peacemaker at heart.

The arrangement between Israel and Iran came after an intensive afternoon of diplomacy at the White House, but hours after it was set to take effect, Israel accused Iran of firing several missiles and vowed to respond “with force.” Tehran denied violating the truce.

As he was departing the White House, Trump flashed intense anger that the agreement he helped mediate appeared to be hanging in the balance.

“We basically have two countries that have been fighting so long and so hard that they don’t know what the fuck they’re doing,” a furious Trump said of Israel and Iran, each of which he accused of violating the truce he announced the night earlier.

The president indicated he did not believe the ceasefire was broken. But he said he was unhappy in particular with Israel, which he said quickly violated the truce.

“Israel, as soon as we made the deal they came out and they dropped a load of bombs, the likes of which I’ve never seen before,” he said as he departed Washington for the Netherlands. “The biggest load that we’ve seen.”

In a morning phone call with Israeli Prime Minister Benjamin Netanyahu, Trump was “exceptionally firm and direct … about what needed to happen to sustain the ceasefire,” a White House official said.

A few minutes after taking off for Europe, Trump wrote from Air Force One that the ceasefire was still holding, and that Israel would hold off new attacks.

“All planes will turn around and head home, while doing a friendly ‘Plane Wave’ to Iran,” he wrote on Truth Social. “Nobody will be hurt.”

Trump hopes the ceasefire — if it holds — will act as vindication for the US strikes on Iran’s nuclear facilities, which drew a mixed response from leaders here in Europe, who feared becoming embroiled in a wider war.

In the end, the deal Trump announced Monday was brokered with the help of Qatar, and appeared to leave the Europeans on the sidelines. White House officials said the diplomatic arrangement would not have been possible had Trump not ordered the bombing run over the weekend.

“Congratulations to everyone!” Trump posted on his Truth Social platform Monday evening as he revealed the parameters of what he called the end of the “12 Day War.”

At least in Trump’s mind, the deal could bolster his stature as a global dealmaker at a moment when his ability to strike peace agreements is being tested. As he steps back onto the world stage, the president appears eager to demonstrate his ability to bring warring parties to the table — even if he hasn’t yet been able to resolve the European conflict in the background of this week’s gathering.

This week’s Hague summit had been carefully planned over months to avoid angering Trump and paper over the significant differences that remain between Europe and the United States on how to manage the war in Ukraine.

The centerpiece is a short and focused final statement — designed to avoid any disputes over language — that will formalize a new plan to raise annual military spending targets to the figure Trump had demanded: 5% of GDP. (Trump, however, told reporters on Friday that the US shouldn’t have to meet that target.)

“They want this to be a good experience for President Trump, a warm pat on the back for the way he’s handled Israel and Iran, and a commitment to defense spending,” said Kurt Volker, the former US ambassador to NATO, on CNN. “They’re hoping that this, by being short, sweet and positive, President Trump comes away with a more positive view of NATO.”

While on his way to the summit, Trump posted to Truth Social screenshots of messages from NATO Secretary General Mark Rutte.

“Congratulations and thank you for your decisive action in Iran, that was truly extraordinary, and something no one else dared to do. It makes us all safer,” Rutte wrote in one of the messages, going on to tout the defense spending commitment.

“Europe is going to pay in a BIG way, as they should, and it will be your win,” Rutte said in another.

Trump plans to meet Ukrainian President Volodymyr Zelensky on the sidelines of the summit, a US official said. Zelensky will have a seat at a pre-summit dinner on Tuesday evening, which Trump is expected to attend. But the Ukrainian leader won’t participate in the one-day summit on Wednesday, underscoring his stalled ambitions for his country to join NATO — an outcome Trump has ruled out.

Already, divisions between Trump and European leaders over Ukraine had threatened to foil attempts by NATO to signal a unified front to Russian President Vladimir Putin. Trump has appeared reluctant to apply new sanctions on Moscow, even as his peacemaking efforts have stalled, and so far hasn’t approved any new military assistance to Ukraine.

And over the weekend, European officials privately fretted Trump would decide to cancel his trip to the NATO summit altogether, afraid he’d deem it a needless exercise that would take him away from Middle East consolations in Washington, according to one Western official.

White House officials had also weighed whether to still attend amid the Middle East conflagration. But on Monday, after it appeared both Israel and Iran had agreed to a ceasefire, the president determined to go ahead, carrying with him the freshly brokered agreement after an extraordinary day of diplomacy at the White House.

The venue of the upcoming NATO summit in The Hague on June 23, 2025. Christian Hartmann/Reuters

In the past, a US president who just conducted a major military operation, followed by arranging a pause in fighting, might have relished an opportunity to consult his European counterparts in person to attempt coalition building.

But Trump’s approach appears less collaborative and more go-it-alone.

Even before he gave the go-ahead to launch strikes on three Iranian nuclear facilities, Trump openly dismissed European efforts at brokering a diplomatic resolution to the conflict.

“Iran doesn’t want to speak to Europe, they want to speak to us,” Trump told reporters Friday, hours before US stealth jets took off on a bombing run in Iran.

“Europe is not going to be able to help on this one.”

A few days beforehand, he departed early from the Group of 7 summit in Canada rather than remaining at the mountainside gathering to strategize on Iran with leaders whose own countries could have become embroiled in the widening conflict.

The president’s solitary approach has hardly come as a surprise to European leaders, who found themselves sidelined in the lead-up to the US strikes. Trump made clear over the weekend he believed only the US had any real standing to intervene, and declared afterward, “only American weapons could do what has been done.”

Trump views multilateral organizations like the G7 and NATO skeptically, believing instead that direct interactions between countries is a more fruitful approach to world affairs.

He has previously written off NATO as an attempt to wring resources from the United States to protect nations on the other side of an ocean. At a 2018 NATO summit during his first presidency, he left fellow leaders shaken when he said during a closed-door meeting he would considering doing his “own thing” if they didn’t significantly boost their defense spending.

Heading to Europe on Tuesday, Trump stopped short of offering a full-throated endorsement of the alliance’s cornerstone Article 5 pledge of collective defense.

“It depends on your definition. There are numerous definitions of Article 5,” Trump told reporters aboard Air Force One when asked about his commitment to the article.

Trump’s loud calls for increased investment in defense among NATO members have yielded results. More countries now meet the alliance’s threshold than they did when he first entered office in 2017. But he has continued to insist it’s not enough, particularly as the war in Ukraine rages.

Now, however, the recent tensions in the Middle East may overshadow the war playing out in Europe.

This story has been updated with additional developments.",https://www.cnn.com/2025/06/24/politics/nato-summit-trump-solitary-approach,2025-06-24 00:00:00,[],noordwijk netherlands cnn — president donald trump travel tuesday consequential summit nato leader ’ arrive toting freshly brokered ceasefire hope prove skeptic — including conference — peacemaker heart arrangement israel iran came intensive afternoon diplomacy white house hour set take effect israel accused iran firing several missile vowed respond “ force ” tehran denied violating truce departing white house trump flashed intense anger agreement helped mediate appeared hanging balance “ basically two country fighting long hard ’ know fuck ’ ” furious trump said israel iran accused violating truce announced night earlier president indicated believe ceasefire broken said unhappy particular israel said quickly violated truce “ israel soon made deal came dropped load bomb like ’ never seen ” said departed washington netherlands “ biggest load ’ seen ” morning phone call israeli prime minister benjamin netanyahu trump “ exceptionally firm direct … needed happen sustain ceasefire ” white house official said minute taking europe trump wrote air force one ceasefire still holding israel would hold new attack “ plane turn around head home friendly ‘ plane wave ’ iran ” wrote truth social “ nobody hurt ” trump hope ceasefire — hold — act vindication u strike iran ’ nuclear facility drew mixed response leader europe feared becoming embroiled wider war end deal trump announced monday brokered help qatar appeared leave european sideline white house official said diplomatic arrangement would possible trump ordered bombing run weekend “ congratulation everyone ” trump posted truth social platform monday evening revealed parameter called end “ day war ” least trump ’ mind deal could bolster stature global dealmaker moment ability strike peace agreement tested step back onto world stage president appears eager demonstrate ability bring warring party table — even ’ yet able resolve european conflict background week ’ gathering week ’ hague summit carefully planned month avoid angering trump paper significant difference remain europe united state manage war ukraine centerpiece short focused final statement — designed avoid dispute language — formalize new plan raise annual military spending target figure trump demanded gdp trump however told reporter friday u ’ meet target “ want good experience president trump warm pat back way ’ handled israel iran commitment defense spending ” said kurt volker former u ambassador nato cnn “ ’ hoping short sweet positive president trump come away positive view nato ” way summit trump posted truth social screenshots message nato secretary general mark rutte “ congratulation thank decisive action iran truly extraordinary something one else dared make u safer ” rutte wrote one message going tout defense spending commitment “ europe going pay big way win ” rutte said another trump plan meet ukrainian president volodymyr zelensky sideline summit u official said zelensky seat presummit dinner tuesday evening trump expected attend ukrainian leader ’ participate oneday summit wednesday underscoring stalled ambition country join nato — outcome trump ruled already division trump european leader ukraine threatened foil attempt nato signal unified front russian president vladimir putin trump appeared reluctant apply new sanction moscow even peacemaking effort stalled far ’ approved new military assistance ukraine weekend european official privately fretted trump would decide cancel trip nato summit altogether afraid ’ deem needless exercise would take away middle east consolation washington according one western official white house official also weighed whether still attend amid middle east conflagration monday appeared israel iran agreed ceasefire president determined go ahead carrying freshly brokered agreement extraordinary day diplomacy white house venue upcoming nato summit hague june christian hartmannreuters past u president conducted major military operation followed arranging pause fighting might relished opportunity consult european counterpart person attempt coalition building trump ’ approach appears less collaborative goitalone even gave goahead launch strike three iranian nuclear facility trump openly dismissed european effort brokering diplomatic resolution conflict “ iran ’ want speak europe want speak u ” trump told reporter friday hour u stealth jet took bombing run iran “ europe going able help one ” day beforehand departed early group summit canada rather remaining mountainside gathering strategize iran leader whose country could become embroiled widening conflict president ’ solitary approach hardly come surprise european leader found sidelined leadup u strike trump made clear weekend believed u real standing intervene declared afterward “ american weapon could done ” trump view multilateral organization like g nato skeptically believing instead direct interaction country fruitful approach world affair previously written nato attempt wring resource united state protect nation side ocean nato summit first presidency left fellow leader shaken said closeddoor meeting would considering “ thing ” ’ significantly boost defense spending heading europe tuesday trump stopped short offering fullthroated endorsement alliance ’ cornerstone article pledge collective defense “ depends definition numerous definition article ” trump told reporter aboard air force one asked commitment article trump ’ loud call increased investment defense among nato member yielded result country meet alliance ’ threshold first entered office continued insist ’ enough particularly war ukraine rage however recent tension middle east may overshadow war playing europe story updated additional development
CNN,Malala turns her fight for equality to women in sports,"CNN —

Malala Yousafzai is known by millions around the world as an activist and human rights campaigner, a voice of power and inspiration who survived an assassination attempt by the Taliban at age 15. Perhaps less well known is her life as a sports fanatic.

But take any major women’s sports event from the past few years and you can bet on Yousafzai being in the stands, whether that’s cricket, soccer, basketball, netball or the Olympic and Commonwealth Games. She even chose to spend a freezing Valentine’s Day evening with her husband, Asser Malik, watching American rugby star Ilona Maher turn out for English club side Bristol Bears.

Now, Yousafzai – mononamously referred to as Malala – is turning her fandom into a platform to invest in women’s sports around the world, both on a professional and amateur level.

Recess is her latest initiative intended to enhance the rights of women and girls through sports, a concept which you could say has been in the pipeline since Yousafzai’s childhood in Pakistan.

“I remember in school recess time when boys would go off to the local cricket playground and girls had to stay behind,” she said in an exclusive interview with CNN Sports. “From that point onwards, I knew that sports was something that girls did not have easy access to.”

And in today’s global climate, a time of conflict and heightened political tension, Yousafzai believes that sports play a more crucial role than ever before.

“I think about young people and how their lives are at risk, how children are killed, they’re starved, and girls’ rights are taken away in Afghanistan,” she said. “Just looking at the tensions around the world, we can only hope and pray for peace and encourage everybody to put down their weapons and think about the hope for humanity.

“We are capable of dialogue, we are capable of coming together, and sports, in history, in the current times, have proven to be that powerful way of bringing communities together. … We could be competitive, but at the same time, when the game is over, we can hug each other, shake hands, and recognize that we’re all one humanity.”

Yousafzai is seen in a huddle with members of the Afghan women's soccer team in August 2023. Kelly Defina/Getty Images

A longtime and committed campaigner for women’s education, Yousafzai became an internationally recognized figure after she was shot in the head by the Taliban while riding a bus home from school.

Airlifted to a hospital in Birmingham, England, for lifesaving treatment, she had months of surgeries and rehabilitation before recovering and making the UK her new home with her family.

Undeterred by the experience, Yousafzai founded the Malala Fund in 2013 to champion educational rights for girls, and the following year became the youngest person to receive the Nobel Peace Prize at the age of 17.

Recess, launched on Tuesday to coincide with her appearance at the Billie Jean King Power of Women’s Sport Summit in London, is Yousafzai’s latest initiative dedicated to women’s and girls’ rights. This time, she is doing it alongside her husband, who has experience setting up a cricket franchise in Pakistan and working with the country’s cricket board.

“We were looking for an opportunity where we could bring in our expertise, our platform to benefit women’s sports in general, just because of the lack of investments, lack of opportunities,” Yousafzai said.

Among those contributing to the initiative as advisors are Billie Jean King and wife Ilana Kloss, people who “believe in women’s sports as a business opportunity, and who believe that women’s sports can help us promote gender equity,” Yousafzai added.

She and Malik identify the NWSL and WNBA as two leagues in which they are looking to invest, partly because of the “huge potential” for growth, Yousafzai said, and partly because getting involved in established leagues can “help us really test the economics and the mission side of our work.”

Yousafzai attends a New York Liberty playoff game in September 2023. David Dow/NBAE/Getty Images

The approach will be multipronged, focusing on women’s professional sports in recognized and emerging markets, but on increasing the number of girls involved in sports around the world.

By age 14, girls drop out of sporting activities at double the rate of boys, according to the Women’s Sports Foundation, due to limited opportunities, social stigma and a lack of role models, among other reasons.

“For women’s sports to grow everywhere, we have to have a different approach for different places,” Malik told CNN Sports. “And obviously, Recess’ approach is to treat them like a proper business and to go in and prove that it’s a great business case, so that more capital comes in and it grows.”

Away from boardrooms, Yousafzai, like many who grow up in Pakistan, is an avid cricket fan. She’s also a keen golfer and admits to thinking about the sport “every week almost,” even reliving her best shots to Malik after a round in precise detail.

From her perspective as a fan, the 27-year-old has seen the impact of athletes like Indiana Fever star Caitlin Clark, who has brought increased audiences to the WNBA. It’s figures like Clark, she believes, who can act as role models and encourage more girls to take up sports, purely off the back of their performances alone.

“They have a huge impact without actually saying much,” Yousafzai said. “I don’t think we need to ask them about every topic and every issue – the fact that they’re on the field and they’re on the court is already changing perspectives.

“It’s empowering girls. It’s sending a powerful message to women, to all of us, that the sky’s the limit, and women’s sports will thrive. We will have more equal opportunities for women and girls and we can imagine a world where girls are empowered.”",https://www.cnn.com/2025/06/24/sport/malala-yousafzai-recess-sports-spt-intl,2025-06-24 00:00:00,[],cnn — malala yousafzai known million around world activist human right campaigner voice power inspiration survived assassination attempt taliban age perhaps less well known life sport fanatic take major woman ’ sport event past year bet yousafzai stand whether ’ cricket soccer basketball netball olympic commonwealth game even chose spend freezing valentine ’ day evening husband asser malik watching american rugby star ilona maher turn english club side bristol bear yousafzai – mononamously referred malala – turning fandom platform invest woman ’ sport around world professional amateur level recess latest initiative intended enhance right woman girl sport concept could say pipeline since yousafzai ’ childhood pakistan “ remember school recess time boy would go local cricket playground girl stay behind ” said exclusive interview cnn sport “ point onwards knew sport something girl easy access ” today ’ global climate time conflict heightened political tension yousafzai belief sport play crucial role ever “ think young people life risk child killed ’ starved girl ’ right taken away afghanistan ” said “ looking tension around world hope pray peace encourage everybody put weapon think hope humanity “ capable dialogue capable coming together sport history current time proven powerful way bringing community together … could competitive time game hug shake hand recognize ’ one humanity ” yousafzai seen huddle member afghan womens soccer team august kelly definagetty image longtime committed campaigner woman ’ education yousafzai became internationally recognized figure shot head taliban riding bus home school airlifted hospital birmingham england lifesaving treatment month surgery rehabilitation recovering making uk new home family undeterred experience yousafzai founded malala fund champion educational right girl following year became youngest person receive nobel peace prize age recess launched tuesday coincide appearance billie jean king power woman ’ sport summit london yousafzai ’ latest initiative dedicated woman ’ girl ’ right time alongside husband experience setting cricket franchise pakistan working country ’ cricket board “ looking opportunity could bring expertise platform benefit woman ’ sport general lack investment lack opportunity ” yousafzai said among contributing initiative advisor billie jean king wife ilana kloss people “ believe woman ’ sport business opportunity believe woman ’ sport help u promote gender equity ” yousafzai added malik identify nwsl wnba two league looking invest partly “ huge potential ” growth yousafzai said partly getting involved established league “ help u really test economics mission side work ” yousafzai attends new york liberty playoff game september david downbaegetty image approach multipronged focusing woman ’ professional sport recognized emerging market increasing number girl involved sport around world age girl drop sporting activity double rate boy according woman ’ sport foundation due limited opportunity social stigma lack role model among reason “ woman ’ sport grow everywhere different approach different place ” malik told cnn sport “ obviously recess ’ approach treat like proper business go prove ’ great business case capital come grows ” away boardroom yousafzai like many grow pakistan avid cricket fan ’ also keen golfer admits thinking sport “ every week almost ” even reliving best shot malik round precise detail perspective fan yearold seen impact athlete like indiana fever star caitlin clark brought increased audience wnba ’ figure like clark belief act role model encourage girl take sport purely back performance alone “ huge impact without actually saying much ” yousafzai said “ ’ think need ask every topic every issue – fact ’ field ’ court already changing perspective “ ’ empowering girl ’ sending powerful message woman u sky ’ limit woman ’ sport thrive equal opportunity woman girl imagine world girl empowered ”
